bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
684043,MAESTRO,DEBIT,,,,,,,,,
684044,MAESTRO,DEBIT,,,,,,,,,
684045,MAESTRO,DEBIT,,,,,,,,,
684046,MAESTRO,DEBIT,,,,,,,,,
684047,MAESTRO,DEBIT,,,,,,,,,
684048,MAESTRO,DEBIT,,,,,,,,,
684049,MAESTRO,DEBIT,,,,,,,,,
684050,MAESTRO,DEBIT,,,,,,,,,
684051,MAESTRO,DEBIT,,,,,,,,,
684052,MAESTRO,DEBIT,,,,,,,,,
684053,MAESTRO,DEBIT,,,,,,,,,
684054,MAESTRO,DEBIT,,,,,,,,,
684055,MAESTRO,DEBIT,,,,,,,,,
684056,MAESTRO,DEBIT,,,,,,,,,
684057,MAESTRO,DEBIT,,,,,,,,,
684058,MAESTRO,DEBIT,,,,,,,,,
684059,MAESTRO,DEBIT,,,,,,,,,
684060,MAESTRO,DEBIT,,,,,,,,,
684061,MAESTRO,DEBIT,,,,,,,,,
684062,MAESTRO,DEBIT,,,,,,,,,
684063,MAESTRO,DEBIT,,,,,,,,,
684064,MAESTRO,DEBIT,,,,,,,,,
684065,MAESTRO,DEBIT,,,,,,,,,
684066,MAESTRO,DEBIT,,,,,,,,,
684067,MAESTRO,DEBIT,,,,,,,,,
684068,MAESTRO,DEBIT,,,,,,,,,
684069,MAESTRO,DEBIT,,,,,,,,,
684070,MAESTRO,DEBIT,,,,,,,,,
684071,MAESTRO,DEBIT,,,,,,,,,
684072,MAESTRO,DEBIT,,,,,,,,,
684073,MAESTRO,DEBIT,,,,,,,,,
684074,MAESTRO,DEBIT,,,,,,,,,
684075,MAESTRO,DEBIT,,,,,,,,,
684076,MAESTRO,DEBIT,,,,,,,,,
684077,MAESTRO,DEBIT,,,,,,,,,
684078,MAESTRO,DEBIT,,,,,,,,,
684079,MAESTRO,DEBIT,,,,,,,,,
684080,MAESTRO,DEBIT,,,,,,,,,
684081,MAESTRO,DEBIT,,,,,,,,,
684082,MAESTRO,DEBIT,,,,,,,,,
684083,MAESTRO,DEBIT,,,,,,,,,
684084,MAESTRO,DEBIT,,,,,,,,,
684085,MAESTRO,DEBIT,,,,,,,,,
684086,MAESTRO,DEBIT,,,,,,,,,
684087,MAESTRO,DEBIT,,,,,,,,,
684088,MAESTRO,DEBIT,,,,,,,,,
684089,MAESTRO,DEBIT,,,,,,,,,
684090,MAESTRO,DEBIT,,,,,,,,,
684091,MAESTRO,DEBIT,,,,,,,,,
684092,MAESTRO,DEBIT,,,,,,,,,
684093,MAESTRO,DEBIT,,,,,,,,,
684094,MAESTRO,DEBIT,,,,,,,,,
684095,MAESTRO,DEBIT,,,,,,,,,
684096,MAESTRO,DEBIT,,,,,,,,,
684097,MAESTRO,DEBIT,,,,,,,,,
684098,MAESTRO,DEBIT,,,,,,,,,
684099,MAESTRO,DEBIT,,,,,,,,,
684100,MAESTRO,DEBIT,,,,,,,,,
684101,MAESTRO,DEBIT,,,,,,,,,
684102,MAESTRO,DEBIT,,,,,,,,,
684103,MAESTRO,DEBIT,,,,,,,,,
684104,MAESTRO,DEBIT,,,,,,,,,
684105,MAESTRO,DEBIT,,,,,,,,,
684106,MAESTRO,DEBIT,,,,,,,,,
684107,MAESTRO,DEBIT,,,,,,,,,
684108,MAESTRO,DEBIT,,,,,,,,,
684109,MAESTRO,DEBIT,,,,,,,,,
684110,MAESTRO,DEBIT,,,,,,,,,
684111,MAESTRO,DEBIT,,,,,,,,,
684112,MAESTRO,DEBIT,,,,,,,,,
684113,MAESTRO,DEBIT,,,,,,,,,
684114,MAESTRO,DEBIT,,,,,,,,,
684115,MAESTRO,DEBIT,,,,,,,,,
684116,MAESTRO,DEBIT,,,,,,,,,
684117,MAESTRO,DEBIT,,,,,,,,,
684118,MAESTRO,DEBIT,,,,,,,,,
684119,MAESTRO,DEBIT,,,,,,,,,
684120,MAESTRO,DEBIT,,,,,,,,,
684121,MAESTRO,DEBIT,,,,,,,,,
684122,MAESTRO,DEBIT,,,,,,,,,
684123,MAESTRO,DEBIT,,,,,,,,,
684124,MAESTRO,DEBIT,,,,,,,,,
684125,MAESTRO,DEBIT,,,,,,,,,
684126,MAESTRO,DEBIT,,,,,,,,,
684127,MAESTRO,DEBIT,,,,,,,,,
684128,MAESTRO,DEBIT,,,,,,,,,
684129,MAESTRO,DEBIT,,,,,,,,,
684130,MAESTRO,DEBIT,,,,,,,,,
684131,MAESTRO,DEBIT,,,,,,,,,
684132,MAESTRO,DEBIT,,,,,,,,,
684133,MAESTRO,DEBIT,,,,,,,,,
684134,MAESTRO,DEBIT,,,,,,,,,
684135,MAESTRO,DEBIT,,,,,,,,,
684136,MAESTRO,DEBIT,,,,,,,,,
684137,MAESTRO,DEBIT,,,,,,,,,
684138,MAESTRO,DEBIT,,,,,,,,,
684139,MAESTRO,DEBIT,,,,,,,,,
684140,MAESTRO,DEBIT,,,,,,,,,
684141,MAESTRO,DEBIT,,,,,,,,,
684142,MAESTRO,DEBIT,,,,,,,,,
684143,MAESTRO,DEBIT,,,,,,,,,
684144,MAESTRO,DEBIT,,,,,,,,,
684145,MAESTRO,DEBIT,,,,,,,,,
684146,MAESTRO,DEBIT,,,,,,,,,
684147,MAESTRO,DEBIT,,,,,,,,,
684148,MAESTRO,DEBIT,,,,,,,,,
684149,MAESTRO,DEBIT,,,,,,,,,
684150,MAESTRO,DEBIT,,,,,,,,,
684151,MAESTRO,DEBIT,,,,,,,,,
684152,MAESTRO,DEBIT,,,,,,,,,
684153,MAESTRO,DEBIT,,,,,,,,,
684154,MAESTRO,DEBIT,,,,,,,,,
684155,MAESTRO,DEBIT,,,,,,,,,
684156,MAESTRO,DEBIT,,,,,,,,,
684157,MAESTRO,DEBIT,,,,,,,,,
684158,MAESTRO,DEBIT,,,,,,,,,
684159,MAESTRO,DEBIT,,,,,,,,,
684160,MAESTRO,DEBIT,,,,,,,,,
684161,MAESTRO,DEBIT,,,,,,,,,
684162,MAESTRO,DEBIT,,,,,,,,,
684163,MAESTRO,DEBIT,,,,,,,,,
684164,MAESTRO,DEBIT,,,,,,,,,
684165,MAESTRO,DEBIT,,,,,,,,,
684166,MAESTRO,DEBIT,,,,,,,,,
684167,MAESTRO,DEBIT,,,,,,,,,
684168,MAESTRO,DEBIT,,,,,,,,,
684169,MAESTRO,DEBIT,,,,,,,,,
684170,MAESTRO,DEBIT,,,,,,,,,
684171,MAESTRO,DEBIT,,,,,,,,,
684172,MAESTRO,DEBIT,,,,,,,,,
684173,MAESTRO,DEBIT,,,,,,,,,
684174,MAESTRO,DEBIT,,,,,,,,,
684175,MAESTRO,DEBIT,,,,,,,,,
684176,MAESTRO,DEBIT,,,,,,,,,
684177,MAESTRO,DEBIT,,,,,,,,,
684178,MAESTRO,DEBIT,,,,,,,,,
684179,MAESTRO,DEBIT,,,,,,,,,
684180,MAESTRO,DEBIT,,,,,,,,,
684181,MAESTRO,DEBIT,,,,,,,,,
684182,MAESTRO,DEBIT,,,,,,,,,
684183,MAESTRO,DEBIT,,,,,,,,,
684184,MAESTRO,DEBIT,,,,,,,,,
684185,MAESTRO,DEBIT,,,,,,,,,
684186,MAESTRO,DEBIT,,,,,,,,,
684187,MAESTRO,DEBIT,,,,,,,,,
684188,MAESTRO,DEBIT,,,,,,,,,
684189,MAESTRO,DEBIT,,,,,,,,,
684190,MAESTRO,DEBIT,,,,,,,,,
684191,MAESTRO,DEBIT,,,,,,,,,
684192,MAESTRO,DEBIT,,,,,,,,,
684193,MAESTRO,DEBIT,,,,,,,,,
684194,MAESTRO,DEBIT,,,,,,,,,
684195,MAESTRO,DEBIT,,,,,,,,,
684196,MAESTRO,DEBIT,,,,,,,,,
684197,MAESTRO,DEBIT,,,,,,,,,
684198,MAESTRO,DEBIT,,,,,,,,,
684199,MAESTRO,DEBIT,,,,,,,,,
684200,MAESTRO,DEBIT,,,,,,,,,
684201,MAESTRO,DEBIT,,,,,,,,,
684202,MAESTRO,DEBIT,,,,,,,,,
684203,MAESTRO,DEBIT,,,,,,,,,
684204,MAESTRO,DEBIT,,,,,,,,,
684205,MAESTRO,DEBIT,,,,,,,,,
684206,MAESTRO,DEBIT,,,,,,,,,
684207,MAESTRO,DEBIT,,,,,,,,,
684208,MAESTRO,DEBIT,,,,,,,,,
684209,MAESTRO,DEBIT,,,,,,,,,
684210,MAESTRO,DEBIT,,,,,,,,,
684211,MAESTRO,DEBIT,,,,,,,,,
684212,MAESTRO,DEBIT,,,,,,,,,
684213,MAESTRO,DEBIT,,,,,,,,,
684214,MAESTRO,DEBIT,,,,,,,,,
684215,MAESTRO,DEBIT,,,,,,,,,
684216,MAESTRO,DEBIT,,,,,,,,,
684217,MAESTRO,DEBIT,,,,,,,,,
684218,MAESTRO,DEBIT,,,,,,,,,
684219,MAESTRO,DEBIT,,,,,,,,,
684220,MAESTRO,DEBIT,,,,,,,,,
684221,MAESTRO,DEBIT,,,,,,,,,
684222,MAESTRO,DEBIT,,,,,,,,,
684223,MAESTRO,DEBIT,,,,,,,,,
684224,MAESTRO,DEBIT,,,,,,,,,
684225,MAESTRO,DEBIT,,,,,,,,,
684226,MAESTRO,DEBIT,,,,,,,,,
684227,MAESTRO,DEBIT,,,,,,,,,
684228,MAESTRO,DEBIT,,,,,,,,,
684229,MAESTRO,DEBIT,,,,,,,,,
684230,MAESTRO,DEBIT,,,,,,,,,
684231,MAESTRO,DEBIT,,,,,,,,,
684232,MAESTRO,DEBIT,,,,,,,,,
684233,MAESTRO,DEBIT,,,,,,,,,
684234,MAESTRO,DEBIT,,,,,,,,,
684235,MAESTRO,DEBIT,,,,,,,,,
684236,MAESTRO,DEBIT,,,,,,,,,
684237,MAESTRO,DEBIT,,,,,,,,,
684238,MAESTRO,DEBIT,,,,,,,,,
684239,MAESTRO,DEBIT,,,,,,,,,
684240,MAESTRO,DEBIT,,,,,,,,,
684241,MAESTRO,DEBIT,,,,,,,,,
684242,MAESTRO,DEBIT,,,,,,,,,
684243,MAESTRO,DEBIT,,,,,,,,,
684244,MAESTRO,DEBIT,,,,,,,,,
684245,MAESTRO,DEBIT,,,,,,,,,
684246,MAESTRO,DEBIT,,,,,,,,,
684247,MAESTRO,DEBIT,,,,,,,,,
684248,MAESTRO,DEBIT,,,,,,,,,
684249,MAESTRO,DEBIT,,,,,,,,,
684250,MAESTRO,DEBIT,,,,,,,,,
684251,MAESTRO,DEBIT,,,,,,,,,
684252,MAESTRO,DEBIT,,,,,,,,,
684253,MAESTRO,DEBIT,,,,,,,,,
684254,MAESTRO,DEBIT,,,,,,,,,
684255,MAESTRO,DEBIT,,,,,,,,,
684256,MAESTRO,DEBIT,,,,,,,,,
684257,MAESTRO,DEBIT,,,,,,,,,
684258,MAESTRO,DEBIT,,,,,,,,,
684259,MAESTRO,DEBIT,,,,,,,,,
684260,MAESTRO,DEBIT,,,,,,,,,
684261,MAESTRO,DEBIT,,,,,,,,,
684262,MAESTRO,DEBIT,,,,,,,,,
684263,MAESTRO,DEBIT,,,,,,,,,
684264,MAESTRO,DEBIT,,,,,,,,,
684265,MAESTRO,DEBIT,,,,,,,,,
684266,MAESTRO,DEBIT,,,,,,,,,
684267,MAESTRO,DEBIT,,,,,,,,,
684268,MAESTRO,DEBIT,,,,,,,,,
684269,MAESTRO,DEBIT,,,,,,,,,
684270,MAESTRO,DEBIT,,,,,,,,,
684271,MAESTRO,DEBIT,,,,,,,,,
684272,MAESTRO,DEBIT,,,,,,,,,
684273,MAESTRO,DEBIT,,,,,,,,,
684274,MAESTRO,DEBIT,,,,,,,,,
684275,MAESTRO,DEBIT,,,,,,,,,
684276,MAESTRO,DEBIT,,,,,,,,,
684277,MAESTRO,DEBIT,,,,,,,,,
684278,MAESTRO,DEBIT,,,,,,,,,
684279,MAESTRO,DEBIT,,,,,,,,,
684280,MAESTRO,DEBIT,,,,,,,,,
684281,MAESTRO,DEBIT,,,,,,,,,
684282,MAESTRO,DEBIT,,,,,,,,,
684283,MAESTRO,DEBIT,,,,,,,,,
684284,MAESTRO,DEBIT,,,,,,,,,
684285,MAESTRO,DEBIT,,,,,,,,,
684286,MAESTRO,DEBIT,,,,,,,,,
684287,MAESTRO,DEBIT,,,,,,,,,
684288,MAESTRO,DEBIT,,,,,,,,,
684289,MAESTRO,DEBIT,,,,,,,,,
684290,MAESTRO,DEBIT,,,,,,,,,
684291,MAESTRO,DEBIT,,,,,,,,,
684292,MAESTRO,DEBIT,,,,,,,,,
684293,MAESTRO,DEBIT,,,,,,,,,
684294,MAESTRO,DEBIT,,,,,,,,,
684295,MAESTRO,DEBIT,,,,,,,,,
684296,MAESTRO,DEBIT,,,,,,,,,
684297,MAESTRO,DEBIT,,,,,,,,,
684298,MAESTRO,DEBIT,,,,,,,,,
684299,MAESTRO,DEBIT,,,,,,,,,
684300,MAESTRO,DEBIT,,,,,,,,,
684301,MAESTRO,DEBIT,,,,,,,,,
684302,MAESTRO,DEBIT,,,,,,,,,
684303,MAESTRO,DEBIT,,,,,,,,,
684304,MAESTRO,DEBIT,,,,,,,,,
684305,MAESTRO,DEBIT,,,,,,,,,
684306,MAESTRO,DEBIT,,,,,,,,,
684307,MAESTRO,DEBIT,,,,,,,,,
684308,MAESTRO,DEBIT,,,,,,,,,
684309,MAESTRO,DEBIT,,,,,,,,,
684310,MAESTRO,DEBIT,,,,,,,,,
684311,MAESTRO,DEBIT,,,,,,,,,
684312,MAESTRO,DEBIT,,,,,,,,,
684313,MAESTRO,DEBIT,,,,,,,,,
684314,MAESTRO,DEBIT,,,,,,,,,
684315,MAESTRO,DEBIT,,,,,,,,,
684316,MAESTRO,DEBIT,,,,,,,,,
684317,MAESTRO,DEBIT,,,,,,,,,
684318,MAESTRO,DEBIT,,,,,,,,,
684319,MAESTRO,DEBIT,,,,,,,,,
684320,MAESTRO,DEBIT,,,,,,,,,
684321,MAESTRO,DEBIT,,,,,,,,,
684322,MAESTRO,DEBIT,,,,,,,,,
684323,MAESTRO,DEBIT,,,,,,,,,
684324,MAESTRO,DEBIT,,,,,,,,,
684325,MAESTRO,DEBIT,,,,,,,,,
684326,MAESTRO,DEBIT,,,,,,,,,
684327,MAESTRO,DEBIT,,,,,,,,,
684328,MAESTRO,DEBIT,,,,,,,,,
684329,MAESTRO,DEBIT,,,,,,,,,
684330,MAESTRO,DEBIT,,,,,,,,,
684331,MAESTRO,DEBIT,,,,,,,,,
684332,MAESTRO,DEBIT,,,,,,,,,
684333,MAESTRO,DEBIT,,,,,,,,,
684334,MAESTRO,DEBIT,,,,,,,,,
684335,MAESTRO,DEBIT,,,,,,,,,
684336,MAESTRO,DEBIT,,,,,,,,,
684337,MAESTRO,DEBIT,,,,,,,,,
684338,MAESTRO,DEBIT,,,,,,,,,
684339,MAESTRO,DEBIT,,,,,,,,,
684340,MAESTRO,DEBIT,,,,,,,,,
684341,MAESTRO,DEBIT,,,,,,,,,
684342,MAESTRO,DEBIT,,,,,,,,,
684343,MAESTRO,DEBIT,,,,,,,,,
684344,MAESTRO,DEBIT,,,,,,,,,
684345,MAESTRO,DEBIT,,,,,,,,,
684346,MAESTRO,DEBIT,,,,,,,,,
684347,MAESTRO,DEBIT,,,,,,,,,
684348,MAESTRO,DEBIT,,,,,,,,,
684349,MAESTRO,DEBIT,,,,,,,,,
684350,MAESTRO,DEBIT,,,,,,,,,
684351,MAESTRO,DEBIT,,,,,,,,,
684352,MAESTRO,DEBIT,,,,,,,,,
684353,MAESTRO,DEBIT,,,,,,,,,
684354,MAESTRO,DEBIT,,,,,,,,,
684355,MAESTRO,DEBIT,,,,,,,,,
684356,MAESTRO,DEBIT,,,,,,,,,
684357,MAESTRO,DEBIT,,,,,,,,,
684358,MAESTRO,DEBIT,,,,,,,,,
684359,MAESTRO,DEBIT,,,,,,,,,
684360,MAESTRO,DEBIT,,,,,,,,,
684361,MAESTRO,DEBIT,,,,,,,,,
684362,MAESTRO,DEBIT,,,,,,,,,
684363,MAESTRO,DEBIT,,,,,,,,,
684364,MAESTRO,DEBIT,,,,,,,,,
684365,MAESTRO,DEBIT,,,,,,,,,
684366,MAESTRO,DEBIT,,,,,,,,,
684367,MAESTRO,DEBIT,,,,,,,,,
684368,MAESTRO,DEBIT,,,,,,,,,
684369,MAESTRO,DEBIT,,,,,,,,,
684370,MAESTRO,DEBIT,,,,,,,,,
684371,MAESTRO,DEBIT,,,,,,,,,
684372,MAESTRO,DEBIT,,,,,,,,,
684373,MAESTRO,DEBIT,,,,,,,,,
684374,MAESTRO,DEBIT,,,,,,,,,
684375,MAESTRO,DEBIT,,,,,,,,,
684376,MAESTRO,DEBIT,,,,,,,,,
684377,MAESTRO,DEBIT,,,,,,,,,
684378,MAESTRO,DEBIT,,,,,,,,,
684379,MAESTRO,DEBIT,,,,,,,,,
684380,MAESTRO,DEBIT,,,,,,,,,
684381,MAESTRO,DEBIT,,,,,,,,,
684382,MAESTRO,DEBIT,,,,,,,,,
684383,MAESTRO,DEBIT,,,,,,,,,
684384,MAESTRO,DEBIT,,,,,,,,,
684385,MAESTRO,DEBIT,,,,,,,,,
684386,MAESTRO,DEBIT,,,,,,,,,
684387,MAESTRO,DEBIT,,,,,,,,,
684388,MAESTRO,DEBIT,,,,,,,,,
684389,MAESTRO,DEBIT,,,,,,,,,
684390,MAESTRO,DEBIT,,,,,,,,,
684391,MAESTRO,DEBIT,,,,,,,,,
684392,MAESTRO,DEBIT,,,,,,,,,
684393,MAESTRO,DEBIT,,,,,,,,,
684394,MAESTRO,DEBIT,,,,,,,,,
684395,MAESTRO,DEBIT,,,,,,,,,
684396,MAESTRO,DEBIT,,,,,,,,,
684397,MAESTRO,DEBIT,,,,,,,,,
684398,MAESTRO,DEBIT,,,,,,,,,
684399,MAESTRO,DEBIT,,,,,,,,,
684400,MAESTRO,DEBIT,,,,,,,,,
684401,MAESTRO,DEBIT,,,,,,,,,
684402,MAESTRO,DEBIT,,,,,,,,,
684403,MAESTRO,DEBIT,,,,,,,,,
684404,MAESTRO,DEBIT,,,,,,,,,
684405,MAESTRO,DEBIT,,,,,,,,,
684406,MAESTRO,DEBIT,,,,,,,,,
684407,MAESTRO,DEBIT,,,,,,,,,
684408,MAESTRO,DEBIT,,,,,,,,,
684409,MAESTRO,DEBIT,,,,,,,,,
684410,MAESTRO,DEBIT,,,,,,,,,
684411,MAESTRO,DEBIT,,,,,,,,,
684412,MAESTRO,DEBIT,,,,,,,,,
684413,MAESTRO,DEBIT,,,,,,,,,
684414,MAESTRO,DEBIT,,,,,,,,,
684415,MAESTRO,DEBIT,,,,,,,,,
684416,MAESTRO,DEBIT,,,,,,,,,
684417,MAESTRO,DEBIT,,,,,,,,,
684418,MAESTRO,DEBIT,,,,,,,,,
684419,MAESTRO,DEBIT,,,,,,,,,
684420,MAESTRO,DEBIT,,,,,,,,,
684421,MAESTRO,DEBIT,,,,,,,,,
684422,MAESTRO,DEBIT,,,,,,,,,
684423,MAESTRO,DEBIT,,,,,,,,,
684424,MAESTRO,DEBIT,,,,,,,,,
684425,MAESTRO,DEBIT,,,,,,,,,
684426,MAESTRO,DEBIT,,,,,,,,,
684427,MAESTRO,DEBIT,,,,,,,,,
684428,MAESTRO,DEBIT,,,,,,,,,
684429,MAESTRO,DEBIT,,,,,,,,,
684430,MAESTRO,DEBIT,,,,,,,,,
684431,MAESTRO,DEBIT,,,,,,,,,
684432,MAESTRO,DEBIT,,,,,,,,,
684433,MAESTRO,DEBIT,,,,,,,,,
684434,MAESTRO,DEBIT,,,,,,,,,
684435,MAESTRO,DEBIT,,,,,,,,,
684436,MAESTRO,DEBIT,,,,,,,,,
684437,MAESTRO,DEBIT,,,,,,,,,
684438,MAESTRO,DEBIT,,,,,,,,,
684439,MAESTRO,DEBIT,,,,,,,,,
684440,MAESTRO,DEBIT,,,,,,,,,
684441,MAESTRO,DEBIT,,,,,,,,,
684442,MAESTRO,DEBIT,,,,,,,,,
684443,MAESTRO,DEBIT,,,,,,,,,
684444,MAESTRO,DEBIT,,,,,,,,,
684445,MAESTRO,DEBIT,,,,,,,,,
684446,MAESTRO,DEBIT,,,,,,,,,
684447,MAESTRO,DEBIT,,,,,,,,,
684448,MAESTRO,DEBIT,,,,,,,,,
684449,MAESTRO,DEBIT,,,,,,,,,
684450,MAESTRO,DEBIT,,,,,,,,,
684451,MAESTRO,DEBIT,,,,,,,,,
684452,MAESTRO,DEBIT,,,,,,,,,
684453,MAESTRO,DEBIT,,,,,,,,,
684454,MAESTRO,DEBIT,,,,,,,,,
684455,MAESTRO,DEBIT,,,,,,,,,
684456,MAESTRO,DEBIT,,,,,,,,,
684457,MAESTRO,DEBIT,,,,,,,,,
684458,MAESTRO,DEBIT,,,,,,,,,
684459,MAESTRO,DEBIT,,,,,,,,,
684460,MAESTRO,DEBIT,,,,,,,,,
684461,MAESTRO,DEBIT,,,,,,,,,
684462,MAESTRO,DEBIT,,,,,,,,,
684463,MAESTRO,DEBIT,,,,,,,,,
684464,MAESTRO,DEBIT,,,,,,,,,
684465,MAESTRO,DEBIT,,,,,,,,,
684466,MAESTRO,DEBIT,,,,,,,,,
684467,MAESTRO,DEBIT,,,,,,,,,
684468,MAESTRO,DEBIT,,,,,,,,,
684469,MAESTRO,DEBIT,,,,,,,,,
684470,MAESTRO,DEBIT,,,,,,,,,
684471,MAESTRO,DEBIT,,,,,,,,,
684472,MAESTRO,DEBIT,,,,,,,,,
684473,MAESTRO,DEBIT,,,,,,,,,
684474,MAESTRO,DEBIT,,,,,,,,,
684475,MAESTRO,DEBIT,,,,,,,,,
684476,MAESTRO,DEBIT,,,,,,,,,
684477,MAESTRO,DEBIT,,,,,,,,,
684478,MAESTRO,DEBIT,,,,,,,,,
684479,MAESTRO,DEBIT,,,,,,,,,
684480,MAESTRO,DEBIT,,,,,,,,,
684481,MAESTRO,DEBIT,,,,,,,,,
684482,MAESTRO,DEBIT,,,,,,,,,
684483,MAESTRO,DEBIT,,,,,,,,,
684484,MAESTRO,DEBIT,,,,,,,,,
684485,MAESTRO,DEBIT,,,,,,,,,
684486,MAESTRO,DEBIT,,,,,,,,,
684487,MAESTRO,DEBIT,,,,,,,,,
684488,MAESTRO,DEBIT,,,,,,,,,
684489,MAESTRO,DEBIT,,,,,,,,,
684490,MAESTRO,DEBIT,,,,,,,,,
684491,MAESTRO,DEBIT,,,,,,,,,
684492,MAESTRO,DEBIT,,,,,,,,,
684493,MAESTRO,DEBIT,,,,,,,,,
684494,MAESTRO,DEBIT,,,,,,,,,
684495,MAESTRO,DEBIT,,,,,,,,,
684496,MAESTRO,DEBIT,,,,,,,,,
684497,MAESTRO,DEBIT,,,,,,,,,
684498,MAESTRO,DEBIT,,,,,,,,,
684499,MAESTRO,DEBIT,,,,,,,,,
684500,MAESTRO,DEBIT,,,,,,,,,
684501,MAESTRO,DEBIT,,,,,,,,,
684502,MAESTRO,DEBIT,,,,,,,,,
684503,MAESTRO,DEBIT,,,,,,,,,
684504,MAESTRO,DEBIT,,,,,,,,,
684505,MAESTRO,DEBIT,,,,,,,,,
684506,MAESTRO,DEBIT,,,,,,,,,
684507,MAESTRO,DEBIT,,,,,,,,,
684508,MAESTRO,DEBIT,,,,,,,,,
684509,MAESTRO,DEBIT,,,,,,,,,
684510,MAESTRO,DEBIT,,,,,,,,,
684511,MAESTRO,DEBIT,,,,,,,,,
684512,MAESTRO,DEBIT,,,,,,,,,
684513,MAESTRO,DEBIT,,,,,,,,,
684514,MAESTRO,DEBIT,,,,,,,,,
684515,MAESTRO,DEBIT,,,,,,,,,
684516,MAESTRO,DEBIT,,,,,,,,,
684517,MAESTRO,DEBIT,,,,,,,,,
684518,MAESTRO,DEBIT,,,,,,,,,
684519,MAESTRO,DEBIT,,,,,,,,,
684520,MAESTRO,DEBIT,,,,,,,,,
684521,MAESTRO,DEBIT,,,,,,,,,
684522,MAESTRO,DEBIT,,,,,,,,,
684523,MAESTRO,DEBIT,,,,,,,,,
684524,MAESTRO,DEBIT,,,,,,,,,
684525,MAESTRO,DEBIT,,,,,,,,,
684526,MAESTRO,DEBIT,,,,,,,,,
684527,MAESTRO,DEBIT,,,,,,,,,
684528,MAESTRO,DEBIT,,,,,,,,,
684529,MAESTRO,DEBIT,,,,,,,,,
684530,MAESTRO,DEBIT,,,,,,,,,
684531,MAESTRO,DEBIT,,,,,,,,,
684532,MAESTRO,DEBIT,,,,,,,,,
684533,MAESTRO,DEBIT,,,,,,,,,
684534,MAESTRO,DEBIT,,,,,,,,,
684535,MAESTRO,DEBIT,,,,,,,,,
684536,MAESTRO,DEBIT,,,,,,,,,
684537,MAESTRO,DEBIT,,,,,,,,,
684538,MAESTRO,DEBIT,,,,,,,,,
684539,MAESTRO,DEBIT,,,,,,,,,
684540,MAESTRO,DEBIT,,,,,,,,,
684541,MAESTRO,DEBIT,,,,,,,,,
684542,MAESTRO,DEBIT,,,,,,,,,
684543,MAESTRO,DEBIT,,,,,,,,,
684544,MAESTRO,DEBIT,,,,,,,,,
684545,MAESTRO,DEBIT,,,,,,,,,
684546,MAESTRO,DEBIT,,,,,,,,,
684547,MAESTRO,DEBIT,,,,,,,,,
684548,MAESTRO,DEBIT,,,,,,,,,
684549,MAESTRO,DEBIT,,,,,,,,,
684550,MAESTRO,DEBIT,,,,,,,,,
684551,MAESTRO,DEBIT,,,,,,,,,
684552,MAESTRO,DEBIT,,,,,,,,,
684553,MAESTRO,DEBIT,,,,,,,,,
684554,MAESTRO,DEBIT,,,,,,,,,
684555,MAESTRO,DEBIT,,,,,,,,,
684556,MAESTRO,DEBIT,,,,,,,,,
684557,MAESTRO,DEBIT,,,,,,,,,
684558,MAESTRO,DEBIT,,,,,,,,,
684559,MAESTRO,DEBIT,,,,,,,,,
684560,MAESTRO,DEBIT,,,,,,,,,
684561,MAESTRO,DEBIT,,,,,,,,,
684562,MAESTRO,DEBIT,,,,,,,,,
684563,MAESTRO,DEBIT,,,,,,,,,
684564,MAESTRO,DEBIT,,,,,,,,,
684565,MAESTRO,DEBIT,,,,,,,,,
684566,MAESTRO,DEBIT,,,,,,,,,
684567,MAESTRO,DEBIT,,,,,,,,,
684568,MAESTRO,DEBIT,,,,,,,,,
684569,MAESTRO,DEBIT,,,,,,,,,
684570,MAESTRO,DEBIT,,,,,,,,,
684571,MAESTRO,DEBIT,,,,,,,,,
684572,MAESTRO,DEBIT,,,,,,,,,
684573,MAESTRO,DEBIT,,,,,,,,,
684574,MAESTRO,DEBIT,,,,,,,,,
684575,MAESTRO,DEBIT,,,,,,,,,
684576,MAESTRO,DEBIT,,,,,,,,,
684577,MAESTRO,DEBIT,,,,,,,,,
684578,MAESTRO,DEBIT,,,,,,,,,
684579,MAESTRO,DEBIT,,,,,,,,,
684580,MAESTRO,DEBIT,,,,,,,,,
684581,MAESTRO,DEBIT,,,,,,,,,
684582,MAESTRO,DEBIT,,,,,,,,,
684583,MAESTRO,DEBIT,,,,,,,,,
684584,MAESTRO,DEBIT,,,,,,,,,
684585,MAESTRO,DEBIT,,,,,,,,,
684586,MAESTRO,DEBIT,,,,,,,,,
684587,MAESTRO,DEBIT,,,,,,,,,
684588,MAESTRO,DEBIT,,,,,,,,,
684589,MAESTRO,DEBIT,,,,,,,,,
684590,MAESTRO,DEBIT,,,,,,,,,
684591,MAESTRO,DEBIT,,,,,,,,,
684592,MAESTRO,DEBIT,,,,,,,,,
684593,MAESTRO,DEBIT,,,,,,,,,
684594,MAESTRO,DEBIT,,,,,,,,,
684595,MAESTRO,DEBIT,,,,,,,,,
684596,MAESTRO,DEBIT,,,,,,,,,
684597,MAESTRO,DEBIT,,,,,,,,,
684598,MAESTRO,DEBIT,,,,,,,,,
684599,MAESTRO,DEBIT,,,,,,,,,
684600,MAESTRO,DEBIT,,,,,,,,,
